match,start_time,market_name,home_team,away_team,line,over_price,under_price,margin,agency
Canberra Raiders v New Zealand Warriors,2025-03-02T00:00:00.000Z,Time of First Try,Canberra Raiders,New Zealand Warriors,8:00,1.9,1.8,1.082,TAB
Penrith Panthers v Cronulla Sharks,2025-03-02T04:30:00.000Z,Time of First Try,Penrith Panthers,Cronulla Sharks,8:00,1.95,1.75,1.084,TAB
